cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
433,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537
162,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045
148,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045
188,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582
118,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478
28,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0
29,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582
159,1,1,12,11,0,6,0,1,0.28,0.2576,0.41,0.3582
21,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343
610,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045
262,4,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642
179,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537
13,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896
394,2,1,6,20,0,1,1,2,0.74,0.6667,0.48,0.2239
4,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0
56,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896
198,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537
2,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642
21,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896
108,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925
68,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343
48,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522
27,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985
294,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239
222,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0
19,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0
10,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0
591,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239
41,4,1,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642
11,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537
170,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179
102,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881
370,4,1,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239
46,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0
3,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0
99,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0
247,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194
209,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896
104,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836
54,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0
148,4,0,11,18,0,2,1,3,0.44,0.4394,1,0
69,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537
10,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836
37,3,0,9,0,0,4,1,1,0.64,0.6061,0.69,0.1343
31,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896
141,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0
322,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343
307,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582
25,4,0,9,5,0,1,1,2,0.62,0.5606,0.88,0
196,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239
331,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537
70,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985
31,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896
104,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582
743,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343
50,2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985
110,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284
435,3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642
132,4,0,11,20,0,6,0,1,0.42,0.4242,0.5,0.2836
259,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239
626,2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896
432,2,1,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343
373,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537
428,2,1,5,14,0,6,0,3,0.7,0.6515,0.61,0.2985
6,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0
21,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194
28,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194
211,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045
431,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343
17,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478
180,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896
114,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194
549,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239
3,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0
640,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985
423,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836
13,1,1,12,16,0,3,1,3,0.26,0.2273,0.87,0.3582
560,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194
358,4,1,12,16,0,2,1,2,0.38,0.3939,0.5,0.2239
96,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0
259,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0
5,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343
521,4,1,11,18,0,1,1,1,0.36,0.3485,0.5,0.1642
479,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194
276,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642
107,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925
245,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896
101,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0
1,1,0,1,5,0,6,0,2,0.24,0.2576,0.75,0.0896
10,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0
225,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343
149,3,0,8,11,0,4,1,2,0.74,0.697,0.66,0.2239
8,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284
681,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896
888,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045
63,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284
38,2,1,5,0,0,2,1,2,0.52,0.5,0.52,0.2537
221,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642
487,2,0,5,8,0,4,1,2,0.52,0.5,0.88,0
253,3,0,9,15,1,1,0,2,0.68,0.6364,0.79,0.2836
214,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537
6,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284
538,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896
5,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045
317,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343
196,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836
4,2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239
49,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343
390,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642
226,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239
141,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343
153,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284
15,2,0,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239
556,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836
133,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985
177,2,0,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537
5,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0
195,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836
32,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343
26,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343
73,3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836
404,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836
80,2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881
306,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179
325,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582
527,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582
154,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642
188,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537
178,4,1,11,10,0,4,1,1,0.28,0.303,0.65,0.0896
3,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896
310,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239
151,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239
87,1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896
249,4,1,10,0,0,6,0,1,0.36,0.3636,0.57,0.0896
108,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896
427,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642
130,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179
26,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045
239,2,0,5,14,0,5,1,1,0.76,0.697,0.55,0.2537
3,1,1,12,0,0,4,1,3,0.26,0.2273,0.87,0.2985
163,3,1,6,6,0,5,1,2,0.7,0.6515,0.61,0.1642
239,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896
597,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642
34,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045
135,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642
35,4,0,9,10,0,5,1,3,0.62,0.5152,1,0.1045
6,3,0,9,2,0,3,1,1,0.54,0.5152,0.94,0
93,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985
434,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239
213,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343
81,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537
153,3,0,9,11,0,2,1,1,0.7,0.6515,0.61,0.1642
404,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284
273,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194
63,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284
275,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642
493,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343
472,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537
26,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642
8,2,1,5,4,0,2,1,2,0.52,0.5,0.72,0.0896
102,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0
29,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045
131,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537
140,2,0,5,11,0,2,1,2,0.66,0.6212,0.65,0.3284
2,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582
253,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0
27,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343
30,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642
422,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896
9,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0
10,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045
116,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478
55,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985
1,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836
331,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642
135,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925
93,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627
539,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537
228,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642
743,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343
38,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045
232,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0
286,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896
29,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537
152,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985
46,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284
284,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194
199,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343
3,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343
89,3,0,9,11,0,2,1,3,0.54,0.5152,0.83,0.3881
7,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239
343,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045
63,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194
193,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045
24,1,0,3,9,0,4,1,3,0.4,0.4091,0,0.2239
8,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896
28,1,1,12,1,0,0,0,2,0.26,0.2273,0.56,0.4179
7,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194
220,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045
124,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239
469,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239
118,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194
181,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537
53,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045
451,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194
45,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642
117,3,0,8,6,0,2,1,1,0.68,0.6364,0.69,0.1045
10,1,0,2,1,0,5,1,2,0.32,0.3485,1,0
308,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642
32,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537
248,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642
640,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194
248,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194
396,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642
97,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896
2,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179
107,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642
264,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0
254,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836
233,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239
2,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239
86,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045
499,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537
466,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045
55,2,1,5,23,0,3,1,3,0.48,0.4697,0.82,0.194
387,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194
321,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179
140,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642
67,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0
314,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194
9,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985
473,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836
1,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045
318,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194
52,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0
731,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239
407,2,0,4,17,0,6,0,1,0.56,0.5303,0.43,0.1343
454,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045
3,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239
20,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0
146,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896
294,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284
251,2,1,5,22,0,5,1,1,0.56,0.5303,0.52,0.3284
46,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642
42,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194
27,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985
24,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343
99,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239
168,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0
279,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343
96,3,0,9,20,0,3,1,3,0.64,0.5758,0.89,0.0896
5,4,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.1045
240,1,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194
164,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642
147,3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537
238,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179
41,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836
307,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582
445,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194
97,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343
113,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896
54,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642
305,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343
198,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881
5,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896
323,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045
33,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045
43,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537
260,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896
330,3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896
157,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0
51,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045
235,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642
56,4,1,10,7,0,0,0,1,0.4,0.4091,0.62,0
496,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537
498,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194
33,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0
38,3,0,9,21,0,3,1,3,0.64,0.5758,0.89,0.0896
404,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239
195,3,1,9,6,0,4,1,1,0.5,0.4848,0.82,0
26,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836
839,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239
314,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642
178,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194
356,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239
10,4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642
65,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896
399,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194
525,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343
14,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0
321,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045
233,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194
216,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343
75,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537
22,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0
24,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642
91,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642
27,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537
141,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582
172,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239
263,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0
13,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0
150,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239
6,2,0,5,1,0,4,1,1,0.5,0.4848,0.94,0
243,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045
380,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537
159,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582
108,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896
2,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0
298,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985
191,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537
176,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985
35,2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.194
382,4,1,10,9,0,3,1,2,0.42,0.4242,0.77,0
9,1,0,3,23,0,0,0,2,0.22,0.197,1,0.4179
441,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881
93,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284
7,2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343
292,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343
17,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343
492,3,0,9,18,0,2,1,1,0.6,0.5606,0.83,0.1045
41,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343
7,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045
376,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0
105,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836
104,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343
105,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0
124,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881
136,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239
240,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582
7,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045
28,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582
146,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836
74,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045
702,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343
150,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045
367,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045
3,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896
270,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239
331,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642
88,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0
232,3,1,8,22,0,2,1,1,0.64,0.5909,0.78,0
127,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896
8,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343
229,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.194
593,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537
391,3,0,9,8,0,4,1,1,0.64,0.6061,0.73,0.1343
10,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836
154,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0
56,1,0,1,11,0,6,0,1,0.36,0.3333,0.81,0.2836
13,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627
665,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343
200,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537
169,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343
99,4,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239
62,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881
83,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343
3,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896
198,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239
463,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478
37,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239
2,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0
332,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478
560,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194
321,2,0,4,11,0,6,0,1,0.5,0.4848,0.42,0.3582
5,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343
5,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343
107,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642
482,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642
119,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194
383,2,1,5,19,0,0,0,2,0.6,0.6061,0.64,0.1642
30,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194
41,1,1,12,10,0,6,0,3,0.26,0.2424,0.81,0.1343
47,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836
145,3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836
113,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194
39,1,0,3,14,0,0,0,3,0.44,0.4394,1,0.2239
212,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343
208,4,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343
175,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896
256,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642
31,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0
402,4,1,12,19,0,3,1,2,0.3,0.2879,0.56,0.2239
448,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045
390,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239
10,4,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045
122,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194
492,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.194
21,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0
142,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985
6,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239
255,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985
115,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896
182,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239
